web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1567324805-5","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Springbear","Wasted money. Lasted a whole 2 days..","October 23, 2017","This was installed on an Air 2 on Thursday night and was cracked by Sunday morning. Installed per instructions and still had a couple of small air bubbles towards the top and 1 spot with a dust particle on the lower left so wasn't the end of the world. The Ipad is in a smart case and is carried in a padded sleeve so it is handled with care. Much to my dismay by Sunday morning it had a spider crack on the right side which spread by the end of the day. When I went to remove the protector it literally chipped when pulling it off. I have purcheasd different brand screen protectors for other devices and never had this issue. Normally I would contact the seller before adding a low review, but there is no option to contact sell directly.","1.0 out of 5 stars","",""
"1567324833-22","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","MusicMan","Cracked While Installing","April 17, 2018","While installing the protector... starting at the top of screen, peeling back the protective plastic and  ever-so-slightly bending the screen protector, it cracked. This never happened while installing many, many screen protectors on iPads and iPhones in this same way. This is my only experience with Sparin and mistake for looking to save $2 off my usual brand.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1567324973-278","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Samiyah","Is NOT smudge proof. Buyers beware","March 23, 2019","Pros:
Relatively easy to apply
Seems durable
Well made
Anti-glare feature helps with reading, viewing videos, streaming movies and playing favorite games

Cons:
Smudge, smudge, and more smudge
Difficult to clean
Scratch resistance seems ""iffy"" at best.

I simply would not recommend at all. This is difficult to remove which leaves you stuck with smudged viewing.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1567324907-170","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Daphnevibeslife","Pretty easy install","December 7, 2016","I received my iPad Pro 9.7 on 12/6 and left it in the plastic. I ordered this screen protector 12/7 with same day shipping because I was nervous about not having my screen protected. This screen is thick but doesn't diminish the screen of the ipad. Even though I installed screen when my ipad was fresh out of the plastic, I used the wet wipe, dry wipe, cloth, and dust catcher to make sure the screen was clean. I tried to use the ""hinge"" installation but the stickers provided didn't seem to stay so I ended up simply placing the screen protect over the ipad and it easily sealed over the glass without any air bubbles and looks great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1567324855-66","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arkii","Good Product no installation instructions lead to big Bubbles I can’t fix.","April 14, 2019","I got tired of paying $30.00 + on lesser quality protectors + installation so I bought this because it is highly rated and claims easy and bubble free installation. I bought a new iPad so i took the film off of it and then put on the Sprain screen protector. This product is is very good and meets its claims, except the one that say “easy” installation. I saw that i comes with 2 stickers for ailing but it doesn’t show how to use them. And I didn’t get it on straight the first or second time and now I have a giant bubble in the middle of the screen and a 2.5 inch long part of the edge that lifts up and has acquired dust and looks bad. I think the product is good, but had no included instructions on how to make use of all the stickers and included wipes to have a perfect installation.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1567324927-199","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kim K.","Very easy to install!","March 3, 2019","Great product for the price. Easy to install, especially if you watch the recommended YouTube video. Perfect fit and picture is clear. I did not rate durability as I just put it in my new iPad. The only Issue is that there was something stuck on the sticky part if the glass that I didn’t notice. My iPad screen was cleaned and all lint and particles removed. It was pristine. Yet there is a tiny particle now stuck between protector and glass. Fortunately you cannot see it when the iPad is on which is why I still gave it 5 stars.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1567325010-336","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tanya G.","Super easy to apply - just follow all the steps!","July 20, 2019","This is the first screen protector I’ve used that I had no problems installing.  No matter what, I’ve always ended up with air bubbles or dust particles appearing no matter how many times I’ve cleaned the screen prior to use.  Don’t rush through applying this!  It’s hard not to get antsy and just skip steps, but going through everything will ensure you get a clean application.  Best tip I heard and used: apply in a bathroom and run the shower to create some humidity.  Apparently this helps not to attract dust or lint to the screen.

There’s also no glare that I notice, which I really like.  Overall, really happy with this screen protector.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1567324907-169","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sadkomodo","Amazing Screen Protector","January 1, 2018","When looking for screen protectors for iPads, I usually buy them at the store I purchased the iPad from.  They are around $50 and I have the employee put them on.  This time I decided to buy the Sparin screen protector after seeing how easy it was to install on YouTube.  This was the easiest, most painless install of a screen protector that I’ve ever done.  This is my new “go to” for screen protectors.  Fast delivery also..","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1567324878-115","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kyle Akin","Fragile, broke when installing.","February 8, 2018","I'm giving it two stars instead of one or zero because it comes in very nice packaging (probably too much money spend on packaging) and I can only assume that if installed properly it would work well.  The problem I have is with the installation instructions and how brittle the glass is.  The instructions included were not made for iPad screen protectors, but instead were for iPhone protectors.  The assumption was there is no difference, but there is a little difference.. still, it shows the company wanted to save a few bucks by just re-using the iPhone instructions.  Second, instructions do not explain in English which side of the screen is ""up"" when it instructs you to tape anchor it down.  After anchoring it down I discovered I had the wrong side up and when trying to remove and replace the anchor tape, the screen cracked.  This leads me to believe that the screen is very delicate and would probably crack very easily after installed.  I'm returning for a refund.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1567324961-260","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jason","Solid","April 19, 2017","Overall I would say the screen protector has done it's job. My iPad fell from waist height of a table onto the ground. The corner of the screen protector got  chipped, but did not crack. I would say it's very well done.

Unfortunately, when I applied the glass  onto my iPad there was one little bubble on the side of the screen. I cannot get rid of it, but I attribute that to my own error. The screen protector is better at resisting oil and fingerprints than the iPads screen  which is a huge plus for me because I like my screen clean. Also, the screen protector is very clear except where the bubble is. The bubble has some slight color distortion, like it looks pixelated.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
